id,key,value,type
61674029,name,The Page,regular
61674029,wheelchair,yes,regular
61675193,city,San Francisco,addr
61675193,housenumber,4,addr
61675193,postcode,94103,addr
61675193,state,CA,addr
61675193,street,Valencia Street,addr
61675193,amenity,bar,regular
61675193,name,Martuni's,regular
61675193,outdoor_seating,no,regular
61675193,phone,+1-415-241-0205,regular
61675193,smoking,no,regular
61677300,city,San Francisco,addr
61677300,housenumber,1398,addr
61677300,postcode,94117,addr
61677300,state,CA,addr
61677300,street,Haight Street,addr
61677300,amenity,pub,regular
61677300,internet_access,wlan,regular
61677300,name,Magnolia Pub & Brewery,regular
61677300,outdoor_seating,yes,regular
61677300,wheelchair,yes,regular
61690511,postcode,94111,addr
61690511,amenity,post_office,regular
61690511,operator,USPS,regular
61690511,wheelchair,yes,regular
61690921,city,San Francisco,addr
61690921,housenumber,155,addr
61690921,street,Columbus Avenue,addr
61690921,amenity,bar,regular
61690921,name,Comstock Saloon,regular
61692662,city,San Francisco,addr
61692662,housenumber,201,addr
61692662,street,Columbus Avenue,addr
61692662,amenity,pub,regular
61692662,name,Mr. Bing's,regular
61692712,housenumber,500,addr
61692712,street,Sacramento Street,addr
61692712,amenity,pub,regular
61692712,name,Irish Times,regular
61692712,old_name,Norton's Vault,regular
61692712,phone,+1 800 800 8008,regular
61692712,wheelchair,no,regular
65281061,highway,motorway_junction,regular
65281061,ref,2,regular
65281061,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,regular
65281097,highway,traffic_signals,regular
65281164,highway,traffic_signals,regular
65281164,turn_restrictions,no,regular
65281218,highway,traffic_signals,regular
65281429,highway,traffic_signals,regular
65281916,highway,traffic_signals,regular
65281944,highway,motorway_junction,regular
65281944,ref,2A,regular
65281944,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,regular
65282185,highway,stop,regular
65282474,highway,traffic_signals,regular
65282474,traffic_signals,signal,regular
65282779,highway,traffic_signals,regular
65283717,highway,motorway_junction,regular
65283717,ref,433C,regular
65283717,right,433C,ref
65283717,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
65283737,highway,traffic_signals,regular
65283764,highway,traffic_signals,regular
65283764,traffic_signals,signal,regular
65284015,highway,motorway_junction,regular
65284015,left,434B,ref
65284015,right,434A,ref
65284015,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
65284950,highway,traffic_signals,regular
65284950,sound,yes,traffic_signals
65284974,highway,traffic_signals,regular
65284974,turn_restrictions,no,regular
65285239,highway,traffic_signals,regular
65285239,sound,yes,traffic_signals
65285239,turn_restrictions,no,regular
65285808,highway,motorway_junction,regular
65285808,ref,1C,regular
65285808,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,regular
65286142,highway,motorway_junction,regular
65286228,highway,motorway_junction,regular
65286228,ref,2C,regular
65286228,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/80.pdf,regular
65286228,imagery,Bing,source
65286336,highway,traffic_signals,regular
65286864,highway,traffic_signals,regular
65286866,control,manual,regular
65286866,railway,switch,regular
65287111,highway,traffic_signals,regular
65287127,crossing,traffic_signals,regular
65287127,highway,crossing,regular
65287128,highway,traffic_signals,regular
65287204,highway,traffic_signals,regular
65287209,highway,traffic_signals,regular
65287216,highway,traffic_signals,regular
65287225,highway,traffic_signals,regular
65287243,highway,traffic_signals,regular
65287245,highway,traffic_signals,regular
65287251,highway,traffic_signals,regular
65287260,highway,traffic_signals,regular
65288839,highway,stop,regular
65290184,highway,traffic_signals,regular
65290186,highway,traffic_signals,regular
65290186,direction,forward,traffic_signals
65290210,highway,give_way,regular
65290211,highway,traffic_signals,regular
65290217,highway,traffic_signals,regular
65290217,source,Yahoo,regular
65290229,highway,traffic_signals,regular
65290236,highway,traffic_signals,regular
65290236,traffic_signals,signal,regular
65290251,highway,traffic_signals,regular
65290286,highway,traffic_signals,regular
65292682,highway,traffic_signals,regular
65292685,highway,stop,regular
65292695,highway,traffic_signals,regular
65292695,turn_restrictions,no,regular
65292699,highway,traffic_signals,regular
65292699,turn_restrictions,no,regular
65292732,crossing,traffic_signals,regular
65292732,highway,crossing,regular
65292734,highway,traffic_signals,regular
65292736,highway,traffic_signals,regular
65292738,highway,traffic_signals,regular
65292738,turn_restrictions,no,regular
65292742,highway,traffic_signals,regular
65292743,highway,stop,regular
65292745,highway,stop,regular
65292747,highway,stop,regular
65292750,highway,stop,regular
65292756,highway,stop,regular
65292758,highway,stop,regular
65292759,highway,stop,regular
65292818,turn_restrictions,no,regular
65293746,highway,traffic_signals,regular
65293753,highway,traffic_signals,regular
65293760,highway,traffic_signals,regular
65293768,highway,traffic_signals,regular
65293779,highway,traffic_signals,regular
65293779,traffic_signals,signal,regular
65294163,highway,traffic_signals,regular
65294171,highway,traffic_signals,regular
65294603,highway,stop,regular
65294603,stop,all,regular
65295275,highway,traffic_signals,regular
65295278,highway,traffic_signals,regular
65295278,source,data.sfgov.org,regular
65295279,highway,traffic_signals,regular
65295279,source,data.sfgov.org,regular
65295281,highway,traffic_signals,regular
65295281,source,data.sfgov.org,regular
65295287,highway,traffic_signals,regular
65295289,highway,traffic_signals,regular
65295293,highway,traffic_signals,regular
65295299,highway,traffic_signals,regular
65295311,highway,traffic_signals,regular
65295314,highway,traffic_signals,regular
65295324,highway,traffic_signals,regular
65295328,highway,traffic_signals,regular
65295328,turn_restrictions,no,regular
65295332,highway,traffic_signals,regular
65295332,turn_restrictions,no,regular
65295336,highway,traffic_signals,regular
65295336,source,data.sfgov.org,regular
65295337,highway,traffic_signals,regular
65295337,source,data.sfgov.org,regular
65295340,highway,traffic_signals,regular
65295342,highway,traffic_signals,regular
65295345,highway,traffic_signals,regular
65295345,turn_restrictions,no,regular
65295347,highway,traffic_signals,regular
65295349,highway,traffic_signals,regular
65295352,highway,traffic_signals,regular
65295355,highway,traffic_signals,regular
65295361,highway,traffic_signals,regular
65295364,highway,traffic_signals,regular
65295367,highway,traffic_signals,regular
65295369,highway,traffic_signals,regular
65295371,crossing,traffic_signals,regular
65295371,highway,crossing,regular
65295375,highway,traffic_signals,regular
65295377,highway,traffic_signals,regular
65295377,source,data.sfgov.org,regular
65295379,highway,traffic_signals,regular
65295379,source,data.sfgov.org,regular
65295383,highway,traffic_signals,regular
65295383,source,data.sfgov.org,regular
65296214,highway,traffic_signals,regular
65296214,sound,yes,traffic_signals
65296309,highway,traffic_signals,regular
65297954,turn_restrictions,no,regular
65298329,turn_restrictions,no,regular
65298333,turn_restrictions,no,regular
65298637,crossing,traffic_signals,regular
65298637,highway,crossing,regular
65298637,kerb,lowered,regular
65299058,turn_restrictions,no,regular
65299107,highway,stop,regular
65299107,stop,all,regular
65299217,highway,traffic_signals,regular
65299391,highway,traffic_signals,regular
65299397,turn_restrictions,no,regular
65299400,highway,traffic_signals,regular
65299405,highway,traffic_signals,regular
65299405,turn_restrictions,no,regular
65299409,highway,stop,regular
65299417,highway,stop,regular
65300030,highway,traffic_signals,regular
65300049,highway,traffic_signals,regular
65300052,highway,traffic_signals,regular
65300069,highway,traffic_signals,regular
65300073,highway,traffic_signals,regular
65300073,source,Yahoo,regular
65300078,highway,traffic_signals,regular
65300085,highway,traffic_signals,regular
65300091,crossing,traffic_signals,regular
65300091,highway,crossing,regular
65300097,highway,traffic_signals,regular
65300107,highway,traffic_signals,regular
65301514,highway,traffic_signals,regular
65301514,turn_restrictions,no,regular
65301517,highway,traffic_signals,regular
65301517,turn_restrictions,no,regular
65301531,highway,traffic_signals,regular
65301545,highway,traffic_signals,regular
65301549,highway,traffic_signals,regular
65301554,highway,traffic_signals,regular
65301554,turn_restrictions,no,regular
65301591,highway,stop,regular
65303488,highway,traffic_signals,regular
65303488,turn_restrictions,no,regular
65303495,highway,traffic_signals,regular
65303495,turn_restrictions,no,regular
65303500,highway,traffic_signals,regular
65303500,turn_restrictions,no,regular
65303506,highway,traffic_signals,regular
65303506,source,Yahoo,regular
65303506,turn_restrictions,no,regular
65303514,highway,turning_circle,regular
65303525,highway,traffic_signals,regular
65303529,highway,traffic_signals,regular
65303529,source,survey,regular
65303529,sound,yes,traffic_signals
65303533,highway,traffic_signals,regular
65303533,source,survey,regular
65303533,sound,yes,traffic_signals
65303538,highway,traffic_signals,regular
65303538,source,survey,regular
65303541,highway,traffic_signals,regular
65303541,source,survey,regular
65303544,highway,traffic_signals,regular
65303544,source,survey,regular
65303546,highway,traffic_signals,regular
65303546,source,survey,regular
65303548,highway,traffic_signals,regular
65303550,highway,traffic_signals,regular
65303550,source,survey,regular
65303550,turn_restrictions,no,regular
65303552,highway,traffic_signals,regular
65303552,turn_restrictions,no,regular
65303553,highway,traffic_signals,regular
65303554,highway,traffic_signals,regular
65303556,highway,traffic_signals,regular
65303556,turn_restrictions,no,regular
65303559,highway,traffic_signals,regular
65303560,highway,traffic_signals,regular
65303560,turn_restrictions,no,regular
65303561,highway,traffic_signals,regular
65303566,highway,traffic_signals,regular
65303568,highway,traffic_signals,regular
65303573,highway,traffic_signals,regular
65303581,highway,traffic_signals,regular
65303689,highway,traffic_signals,regular
65303696,highway,traffic_signals,regular
65303704,highway,traffic_signals,regular
65303706,highway,traffic_signals,regular
65303713,highway,traffic_signals,regular
65303719,highway,traffic_signals,regular
65303721,highway,traffic_signals,regular
65303723,highway,stop,regular
65303723,stop,minor,regular
65303726,highway,stop,regular
65303726,stop,minor,regular
65303732,highway,traffic_signals,regular
65303736,highway,stop,regular
65303736,stop,minor,regular
65303878,highway,stop,regular
65303878,stop,all,regular
65303897,highway,traffic_signals,regular
65305814,highway,traffic_signals,regular
65305814,source,survey,regular
65305815,highway,traffic_signals,regular
65305815,source,survey,regular
65305815,sound,yes,traffic_signals
65305817,highway,traffic_signals,regular
65305817,source,survey,regular
65305817,sound,yes,traffic_signals
65305817,turn_restrictions,no,regular
65305819,highway,traffic_signals,regular
65305819,sound,yes,traffic_signals
65305827,highway,traffic_signals,regular
65305832,highway,traffic_signals,regular
65305832,sound,yes,traffic_signals
65305835,highway,traffic_signals,regular
65305835,sound,yes,traffic_signals
65305842,highway,traffic_signals,regular
65305842,sound,yes,traffic_signals
65305848,highway,traffic_signals,regular
65306785,highway,traffic_signals,regular
65306785,turn_restrictions,no,regular
65306787,highway,traffic_signals,regular
65306789,highway,traffic_signals,regular
65306789,turn_restrictions,no,regular
65306793,highway,traffic_signals,regular
65306793,turn_restrictions,no,regular
65306795,highway,traffic_signals,regular
65306795,turn_restrictions,no,regular
65306797,highway,traffic_signals,regular
65306797,sound,yes,traffic_signals
65306797,turn_restrictions,no,regular
65306800,highway,traffic_signals,regular
65306802,highway,traffic_signals,regular
65306804,highway,traffic_signals,regular
65306810,highway,traffic_signals,regular
65306810,source,Bing,regular
65306827,highway,traffic_signals,regular
65306829,highway,traffic_signals,regular
65306838,highway,traffic_signals,regular
65306840,highway,traffic_signals,regular
65306847,highway,traffic_signals,regular
65307349,highway,traffic_signals,regular
65307352,highway,traffic_signals,regular
65307354,highway,traffic_signals,regular
65307356,highway,traffic_signals,regular
65307356,source,data.sfgov.org,regular
65307359,highway,traffic_signals,regular
65307359,source,data.sfgov.org,regular
65307363,highway,traffic_signals,regular
65307366,highway,traffic_signals,regular
65307376,highway,traffic_signals,regular
65307381,highway,traffic_signals,regular
65307408,highway,traffic_signals,regular
65307414,highway,traffic_signals,regular
65307414,turn_restrictions,no,regular
65307417,highway,traffic_signals,regular
65307419,highway,traffic_signals,regular
65307419,turn_restrictions,no,regular
65307440,highway,traffic_signals,regular
65307463,highway,traffic_signals,regular
65307463,source,data.sfgov.org,regular
65308264,highway,traffic_signals,regular
65308264,turn_restrictions,no,regular
65308268,highway,traffic_signals,regular
65308268,turn_restrictions,no,regular
65308283,turn_restrictions,no,regular
65308287,highway,traffic_signals,regular
65308287,turn_restrictions,no,regular
65308289,highway,traffic_signals,regular
65308300,highway,traffic_signals,regular
65308302,highway,traffic_signals,regular
65308306,highway,traffic_signals,regular
65308310,highway,traffic_signals,regular
65308325,highway,traffic_signals,regular
65308334,highway,traffic_signals,regular
65308413,highway,traffic_signals,regular
65308413,turn_restrictions,no,regular
65308756,highway,traffic_signals,regular
65308756,source,Yahoo,regular
65309522,highway,traffic_signals,regular
65309522,turn_restrictions,no,regular
65309526,highway,turning_circle,regular
65309787,highway,traffic_signals,regular
65309792,crossing,uncontrolled,regular
65309792,highway,crossing,regular
65309795,crossing,uncontrolled,regular
65309795,highway,crossing,regular
65309810,highway,traffic_signals,regular
65309810,sound,yes,traffic_signals
65309820,highway,traffic_signals,regular
65309828,highway,traffic_signals,regular
65309842,highway,traffic_signals,regular
65310195,highway,stop,regular
65310795,turn_restrictions,no,regular
65310799,highway,traffic_signals,regular
65310799,turn_restrictions,no,regular
65310806,highway,traffic_signals,regular
65310806,turn_restrictions,no,regular
65310809,highway,traffic_signals,regular
65310809,turn_restrictions,no,regular
65310815,highway,traffic_signals,regular
65310815,turn_restrictions,no,regular
65310817,highway,traffic_signals,regular
65310817,turn_restrictions,no,regular
65310820,highway,traffic_signals,regular
65310820,turn_restrictions,no,regular
65310823,highway,traffic_signals,regular
65310823,turn_restrictions,no,regular
65310824,highway,traffic_signals,regular
65310824,turn_restrictions,no,regular
65310826,highway,traffic_signals,regular
65310826,turn_restrictions,no,regular
65310828,highway,traffic_signals,regular
65310828,turn_restrictions,no,regular
65310830,highway,traffic_signals,regular
65312662,highway,traffic_signals,regular
65312677,highway,traffic_signals,regular
65312690,highway,traffic_signals,regular
65312693,highway,traffic_signals,regular
65312693,turn_restrictions,no,regular
65312695,highway,traffic_signals,regular
65312706,highway,traffic_signals,regular
65312708,highway,stop,regular
65312712,highway,stop,regular
65312716,highway,stop,regular
65313133,highway,traffic_signals,regular
65313138,highway,traffic_signals,regular
65313357,highway,traffic_signals,regular
65313357,turn_restrictions,no,regular
65314146,highway,traffic_signals,regular
65314146,source,survey,regular
65314156,highway,traffic_signals,regular
65314156,source,survey,regular
65314158,highway,traffic_signals,regular
65314158,source,survey,regular
65314161,highway,traffic_signals,regular
65314161,source,survey,regular
65314161,turn_restrictions,no,regular
65314163,highway,traffic_signals,regular
65314163,turn_restrictions,no,regular
65314166,highway,traffic_signals,regular
65314171,highway,traffic_signals,regular
65314173,highway,traffic_signals,regular
65314173,turn_restrictions,no,regular
65314175,highway,traffic_signals,regular
65314180,highway,traffic_signals,regular
65314180,turn_restrictions,no,regular
65314183,highway,traffic_signals,regular
65314187,highway,traffic_signals,regular
65314189,highway,traffic_signals,regular
65314192,highway,traffic_signals,regular
65314200,highway,traffic_signals,regular
65314202,highway,traffic_signals,regular
65314207,highway,traffic_signals,regular
65314340,highway,traffic_signals,regular
65314348,highway,traffic_signals,regular
65314360,highway,traffic_signals,regular
65314393,highway,stop,regular
65314594,amenity,parking_entrance,regular
65315412,highway,traffic_signals,regular
65315454,crossing,traffic_signals,regular
65315454,highway,crossing,regular
65315454,kerb,lowered,regular
65315463,highway,stop,regular
65315463,stop,all,regular
65315466,highway,traffic_signals,regular
65315466,turn_restrictions,no,regular
65315477,highway,traffic_signals,regular
65315477,sound,yes,traffic_signals
65315481,highway,traffic_signals,regular
65315504,highway,traffic_signals,regular
65315506,highway,traffic_signals,regular
65315830,highway,traffic_signals,regular
65315836,highway,traffic_signals,regular
65316464,turn_restrictions,no,regular
65316470,turn_restrictions,no,regular
65317030,highway,traffic_signals,regular
65317037,turn_restrictions,no,regular
65317040,turn_restrictions,no,regular
65317042,highway,traffic_signals,regular
65317042,sound,yes,traffic_signals
65317042,turn_restrictions,no,regular
65317043,turn_restrictions,no,regular
65317045,highway,traffic_signals,regular
65317045,sound,yes,traffic_signals
65317048,turn_restrictions,no,regular
65317050,turn_restrictions,no,regular
65317051,turn_restrictions,no,regular
65317054,turn_restrictions,no,regular
65317058,highway,traffic_signals,regular
65317058,turn_restrictions,no,regular
65317060,direction,forward,regular
65317060,highway,traffic_signals,regular
65317060,sound,yes,traffic_signals
65317060,turn_restrictions,no,regular
65317378,highway,stop,regular
65317511,highway,traffic_signals,regular
65317526,highway,traffic_signals,regular
65317530,highway,traffic_signals,regular
65317532,highway,traffic_signals,regular
65317538,highway,traffic_signals,regular
65317538,traffic_signals,signal,regular
65317542,highway,traffic_signals,regular
65317544,highway,traffic_signals,regular
65317551,highway,traffic_signals,regular
65317565,highway,traffic_signals,regular
65317568,highway,traffic_signals,regular
65317570,highway,traffic_signals,regular
65317572,highway,traffic_signals,regular
65317572,traffic_signals,signal,regular
65317576,highway,traffic_signals,regular
65317703,highway,traffic_signals,regular
65317709,highway,traffic_signals,regular
65317709,source,Yahoo,regular
65317713,highway,traffic_signals,regular
65317738,highway,traffic_signals,regular
65317738,traffic_signals,signal,regular
65317747,highway,traffic_signals,regular
65317752,highway,traffic_signals,regular
65317754,highway,traffic_signals,regular
65317754,traffic_signals,signal,regular
65317769,highway,traffic_signals,regular
65317769,sound,yes,traffic_signals
65317939,highway,traffic_signals,regular
65317945,highway,traffic_signals,regular
65317951,highway,traffic_signals,regular
65317951,turn_restrictions,no,regular
65317954,highway,traffic_signals,regular
65317956,highway,traffic_signals,regular
65317957,highway,traffic_signals,regular
65317957,turn_restrictions,no,regular
65317959,highway,traffic_signals,regular
65317959,turn_restrictions,no,regular
65317967,highway,traffic_signals,regular
65317986,highway,traffic_signals,regular
65318126,highway,stop,regular
65319023,highway,traffic_signals,regular
65319023,turn_restrictions,yes,regular
65319027,highway,traffic_signals,regular
65319030,highway,traffic_signals,regular
65319030,turn_restrictions,no,regular
65319039,highway,stop,regular
65319041,highway,stop,regular
65319043,highway,stop,regular
65319054,highway,stop,regular
65319582,turn_restrictions,no,regular
65319662,highway,traffic_signals,regular
65319667,highway,traffic_signals,regular
65319908,highway,traffic_signals,regular
65319911,highway,traffic_signals,regular
65319923,highway,traffic_signals,regular
65319923,source,survey,regular
65319923,sound,yes,traffic_signals
65319933,highway,traffic_signals,regular
65319933,source,survey,regular
65319940,highway,traffic_signals,regular
65319944,highway,traffic_signals,regular
65319944,source,survey,regular
65319946,highway,traffic_signals,regular
65319949,highway,traffic_signals,regular
65319951,highway,traffic_signals,regular
65319951,turn_restrictions,no,regular
65319956,highway,traffic_signals,regular
65319956,turn_restrictions,no,regular
65319958,highway,traffic_signals,regular
65319961,highway,traffic_signals,regular
65319964,highway,traffic_signals,regular
65319964,turn_restrictions,no,regular
65319966,highway,traffic_signals,regular
65319968,highway,traffic_signals,regular
65319968,turn_restrictions,no,regular
65319971,highway,traffic_signals,regular
65319973,highway,traffic_signals,regular
65319976,highway,traffic_signals,regular
65319981,highway,traffic_signals,regular
65319983,highway,traffic_signals,regular
65319987,highway,traffic_signals,regular
65319990,highway,traffic_signals,regular
65319992,highway,traffic_signals,regular
65319996,highway,traffic_signals,regular
65319999,highway,traffic_signals,regular
65320171,highway,stop,regular
65320179,highway,traffic_signals,regular
65321839,turn_restrictions,no,regular
65322605,turn_restrictions,no,regular
65322699,highway,traffic_signals,regular
65322701,highway,traffic_signals,regular
65322701,turn_restrictions,no,regular
65322719,highway,stop,regular
65322720,highway,stop,regular
65322724,highway,stop,regular
65322724,source,USGS Large Scale Imagery,regular
65322724,stop,all,regular
65323354,turn_restrictions,no,regular
65324593,highway,traffic_signals,regular
65324599,highway,traffic_signals,regular
65325009,highway,traffic_signals,regular
65325032,highway,traffic_signals,regular
65325363,highway,traffic_signals,regular
65325363,traffic_signals,signal,regular
65325366,highway,traffic_signals,regular
65325366,turn_restrictions,no,regular
65325369,highway,traffic_signals,regular
65325371,highway,traffic_signals,regular
65325371,traffic_signals,traffic_lights,regular
65325371,direction,both,traffic_signals
65325378,highway,traffic_signals,regular
65325391,highway,traffic_signals,regular
65325398,highway,traffic_signals,regular
65325725,highway,turning_circle,regular
65326434,barrier,gate,regular
65326536,turn_restrictions,no,regular
65326702,highway,traffic_signals,regular
65326714,highway,traffic_signals,regular
65326716,highway,traffic_signals,regular
65326716,source,data.sfgov.org,regular
65326722,highway,traffic_signals,regular
65326736,highway,traffic_signals,regular
65326740,highway,traffic_signals,regular
65326740,turn_restrictions,no,regular
65326742,highway,traffic_signals,regular
65327144,turn_restrictions,no,regular
65327150,highway,traffic_signals,regular
65327150,turn_restrictions,no,regular
65327151,highway,traffic_signals,regular
65327151,turn_restrictions,no,regular
65327153,turn_restrictions,no,regular
65327154,highway,traffic_signals,regular
65327154,turn_restrictions,no,regular
65327158,highway,traffic_signals,regular
65327158,turn_restrictions,no,regular
65327169,highway,traffic_signals,regular
65327169,turn_restrictions,no,regular
65327171,highway,traffic_signals,regular
65327171,turn_restrictions,no,regular
65327174,highway,traffic_signals,regular
65327174,turn_restrictions,no,regular
65327176,highway,traffic_signals,regular
65327176,turn_restrictions,no,regular
65327179,highway,traffic_signals,regular
65327179,turn_restrictions,no,regular
65327181,highway,traffic_signals,regular
65327183,turn_restrictions,no,regular
65327386,highway,traffic_signals,regular
65327386,turn_restrictions,no,regular
65327403,highway,traffic_signals,regular
65327408,highway,traffic_signals,regular
65327905,highway,traffic_signals,regular
65327905,traffic_signals,signal,regular
65327908,highway,traffic_signals,regular
65327908,traffic_signals,signal,regular
65327914,highway,traffic_signals,regular
65327923,highway,traffic_signals,regular
65328196,highway,traffic_signals,regular
65328196,turn_restrictions,no,regular
65328203,highway,traffic_signals,regular
65328209,highway,traffic_signals,regular
65328216,highway,traffic_signals,regular
65328224,highway,traffic_signals,regular
65328224,traffic_signals,signal,regular
65328346,crossing,traffic_signals,regular
65328346,highway,crossing,regular
65328348,highway,traffic_signals,regular
65328348,turn_restrictions,no,regular
65328349,highway,stop,regular
65328379,highway,stop,regular
65328690,highway,traffic_signals,regular
65328690,turn_restrictions,no,regular
65328703,city,San Francisco,addr
65328703,housenumber,401,addr
65328703,state,CA,addr
65328703,street,Grant Avenue,addr
65328703,alt_name,Chinatown Gateway Arch,regular
65328703,historic,city_gate,regular
65328703,name,Dragon's Gate,regular
65328703,tourism,attraction,regular
65328705,highway,traffic_signals,regular
65328710,highway,traffic_signals,regular
65328712,highway,traffic_signals,regular
65328716,highway,traffic_signals,regular
65328719,highway,traffic_signals,regular
65328721,highway,traffic_signals,regular
65328971,highway,turning_circle,regular
65329076,highway,traffic_signals,regular
65329079,highway,traffic_signals,regular
65329079,turn_restrictions,no,regular
65329089,highway,traffic_signals,regular
65329101,highway,traffic_signals,regular
65329103,highway,traffic_signals,regular
65329111,highway,traffic_signals,regular
65329111,turn_restrictions,no,regular
65329119,highway,traffic_signals,regular
65329122,highway,traffic_signals,regular
65329125,highway,traffic_signals,regular
65329405,highway,traffic_signals,regular
65329405,turn_restrictions,no,regular
65329980,highway,traffic_signals,regular
65329980,sound,yes,traffic_signals
65330567,crossing,traffic_signals,regular
65330567,highway,crossing,regular
65330567,kerb,lowered,regular
65332806,highway,traffic_signals,regular
65332818,highway,traffic_signals,regular
65332818,source,survey,regular
65332833,highway,traffic_signals,regular
65332836,highway,traffic_signals,regular
65332839,highway,traffic_signals,regular
65332839,source,data.sfgov.org,regular
65332847,highway,traffic_signals,regular
65332847,source,data.sfgov.org,regular
65332850,highway,traffic_signals,regular
65333779,turn_restrictions,no,regular
65333814,highway,traffic_signals,regular
65333819,highway,traffic_signals,regular
65333819,turn_restrictions,no,regular
65333826,highway,traffic_signals,regular
65333826,turn_restrictions,no,regular
65333831,highway,traffic_signals,regular
65333834,highway,traffic_signals,regular
65333837,highway,traffic_signals,regular
65333837,turn_restrictions,no,regular
65333839,highway,traffic_signals,regular
65333841,highway,turning_circle,regular
65333859,highway,traffic_signals,regular
65333934,highway,stop,regular
65333936,highway,traffic_signals,regular
65333936,turn_restrictions,no,regular
65333938,highway,traffic_signals,regular
65333949,highway,traffic_signals,regular
65333970,highway,traffic_signals,regular
65333970,turn_restrictions,no,regular
65333972,highway,traffic_signals,regular
65333972,turn_restrictions,no,regular
65333988,highway,traffic_signals,regular
65334013,highway,traffic_signals,regular
65334029,railway,level_crossing,regular
65334046,highway,stop,regular
65334048,turn_restrictions,no,regular
65334056,turn_restrictions,no,regular
65334111,highway,traffic_signals,regular
65334111,turn_restrictions,no,regular
65334120,highway,traffic_signals,regular
65334120,turn_restrictions,no,regular
65334125,highway,traffic_signals,regular
65334125,turn_restrictions,no,regular
65334128,highway,traffic_signals,regular
65334128,turn_restrictions,no,regular
65334133,highway,traffic_signals,regular
65334133,turn_restrictions,no,regular
65334137,highway,traffic_signals,regular
65334137,turn_restrictions,no,regular
65334139,highway,traffic_signals,regular
65334139,turn_restrictions,no,regular
65334190,highway,traffic_signals,regular
65334222,crossing,traffic_signals,regular
65334222,highway,crossing,regular
65334473,highway,traffic_signals,regular
65334473,sound,yes,traffic_signals
65334510,highway,traffic_signals,regular
65334510,sound,yes,traffic_signals
65335801,turn_restrictions,no,regular
65336106,highway,traffic_signals,regular
65336106,turn_restrictions,no,regular
65336112,highway,stop,regular
65336474,highway,traffic_signals,regular
65336479,highway,traffic_signals,regular
65336485,highway,traffic_signals,regular
65336487,highway,traffic_signals,regular
65336489,highway,traffic_signals,regular
65336583,highway,stop,regular
65336588,highway,traffic_signals,regular
65336594,highway,traffic_signals,regular
65336596,highway,traffic_signals,regular
65336596,turn_restrictions,no,regular
65336671,highway,traffic_signals,regular
65336671,turn_restrictions,no,regular
65336708,highway,traffic_signals,regular
65336708,turn_restrictions,no,regular
65336821,highway,traffic_signals,regular
65336823,highway,traffic_signals,regular
65336823,turn_restrictions,no,regular
